Orthogroup	species06.transcriptome.dna.fa.transdecoder.pep_defl	species05.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000107t1_145-7302.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000095t1_181-7299.p1
OG0000001	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000713t1_8-3907.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000868t1_10-3303.p1
OG0000002	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001078t1_153-3440.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000708t1_348-3647.p1
OG0000003	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000918t1_135-3533.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000734t1_64-3573.p1
OG0000004	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001005t1_1778-3466.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000420t1_2847-4580.p1
OG0000005	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001178t1_109-3261.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000959t1_143-3274.p1
OG0000007	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001474t1_71-2908.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001200t1_272-3136.p1
OG0000008	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000976t1_173-3568.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001113t1_46-2982.p1
OG0000009	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001047t1_113-3406.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000861t1_16-3294.p1
OG0000010	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001070t1_122-3304.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm007313t1_131-1367.p1
OG0000011	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001361t1_177-3134.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001197t1_12-2939.p1
OG0000013	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm002480t1_380-2179.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001737t1_290-2161.p1
OG0000014	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000080t1_142-7656.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000060t1_104-8080.p1
OG0000015	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000783t1_191-3928.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000707t1_80-3610.p1
OG0000016	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001984t1_13-2586.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001263t1_102-2882.p1
OG0000017	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001570t1_181-2916.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001264t1_149-2833.p1
OG0000021	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000838t1_109-3759.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000665t1_172-3822.p1
OG0000022	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000714t1_195-3170.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000550t1_219-3740.p1
OG0000023	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm001004t1_1191-3107.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000664t1_827-2878.p1
OG0000024	species06.transcriptome.dna.fa.transdecoder.pep|AseaqSEVm000925t1_21-3503.p1	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm002453t1_108-2090.p1
