Orthogroup	species01.transcriptome.dna.fa.transdecoder.pep_defl	species11.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000215t1_84-7202.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000049t1_156-7334.p1
OG0000001	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000891t1_199-4410.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000319t3_121-4359.p1
OG0000002	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001349t1_522-3836.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000535t2_247-3765.p1
OG0000003	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001385t1_145-3645.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000600t2_115-3609.p1
OG0000004	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001552t2_278-1702.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000714t2_63-3371.p1
OG0000005	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001748t1_101-3229.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000807t1_147-3305.p1
OG0000006	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002013t1_129-3047.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm002772t1_0-1961.p1
OG0000007	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002098t1_172-3030.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000950t1_22-2955.p1
OG0000009	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001561t1_75-3353.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000801t1_2-3283.p1
OG0000010	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001615t1_115-3306.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000529t2_164-3739.p1
OG0000011	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001898t1_255-3140.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm002431t1_4-1875.p1
OG0000012	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001931t1_37-3018.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000786t1_80-3283.p1
OG0000013	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002458t1_231-2624.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000602t2_786-3311.p1
OG0000015	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001332t1_180-3722.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000431t2_212-4036.p1
OG0000018	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm003414t1_188-2512.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000504t1_257-3742.p1
OG0000019	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000195t1_122-5341.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000180t1_1145-5365.p1
OG0000023	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001298t1_875-2926.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000329t3_1291-3852.p1
OG0000027	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000129t1_378-8996.p1	species11.transcriptome.dna.fa.transdecoder.pep|GamcheEVm000261t1_491-4612.p1
