Orthogroup	species01.transcriptome.dna.fa.transdecoder.pep_defl	species03.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000215t1_84-7202.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000046t1_109-7233.p1
OG0000001	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000891t1_199-4410.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000592t1_1093-4455.p1
OG0000002	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001349t1_522-3836.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000513t1_154-3480.p1
OG0000003	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001385t1_145-3645.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001781t1_138-3639.p1
OG0000004	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001552t2_278-1702.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm003758t1_0-1376.p1
OG0000005	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001748t1_101-3229.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001716t1_50-2035.p1
OG0000006	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002013t1_129-3047.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000782t1_198-3110.p1
OG0000007	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002098t1_172-3030.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000813t1_139-3003.p1
OG0000008	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001479t1_94-3492.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000529t1_69-3467.p1
OG0000009	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001561t1_75-3353.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000583t1_6-3284.p1
OG0000010	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001615t1_115-3306.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000600t1_116-3253.p1
OG0000011	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001898t1_255-3140.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000822t1_2-2941.p1
OG0000012	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001931t1_37-3018.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000721t1_33-3047.p1
OG0000013	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002458t1_231-2624.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001121t1_225-2444.p1
OG0000014	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000157t1_53-8032.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000032t1_28-7995.p1
OG0000015	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001332t1_180-3722.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000463t1_93-3686.p1
OG0000016	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002210t1_85-2865.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000942t1_251-2869.p1
OG0000017	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002225t1_199-2826.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000900t1_231-2882.p1
OG0000018	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm003414t1_188-2512.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000769t1_136-2562.p1
OG0000019	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000195t1_122-5341.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000913t1_81-2753.p1
OG0000020	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000865t1_159-4385.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000281t1_171-4394.p1
OG0000021	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001268t1_87-3737.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000444t1_150-3797.p1
OG0000022	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001282t1_203-3733.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000474t1_86-3604.p1
OG0000024	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001410t1_201-3665.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000672t1_63-3540.p1
OG0000025	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001417t1_146-3508.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000540t1_122-3457.p1
OG0000026	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001047t1_370-4002.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000448t1_267-3896.p1
OG0000027	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000129t1_378-8996.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000051t1_352-7110.p1
OG0000028	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001217t1_294-3614.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000791t1_541-3030.p1
