Orthogroup	species05.transcriptome.dna.fa.transdecoder.pep_defl	species07.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000095t1_181-7299.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000116t1_140-7267.p1
OG0000001	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000868t1_10-3303.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000694t1_154-4365.p1
OG0000002	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000708t1_348-3647.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001082t1_353-3622.p1
OG0000003	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000734t1_64-3573.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001130t1_121-3627.p1
OG0000004	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000420t1_2847-4580.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm004350t1_396-2084.p1
OG0000005	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000959t1_143-3274.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001420t1_120-3299.p1
OG0000006	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001147t1_436-3354.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001713t1_457-3366.p1
OG0000007	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001200t1_272-3136.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001735t1_84-2960.p1
OG0000008	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001113t1_46-2982.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001203t1_41-3439.p1
OG0000009	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000861t1_16-3294.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001306t1_9-3287.p1
OG0000010	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm007313t1_131-1367.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001338t1_103-3309.p1
OG0000013	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001737t1_290-2161.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm002038t1_1007-3031.p1
OG0000014	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000060t1_104-8080.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000103t1_16-7977.p1
OG0000015	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000707t1_80-3610.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001090t1_100-3633.p1
OG0000016	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001263t1_102-2882.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001865t1_100-2880.p1
OG0000017	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001264t1_149-2833.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001885t1_30-2699.p1
OG0000020	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000465t1_126-4364.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000683t1_142-4356.p1
OG0000021	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000665t1_172-3822.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001033t1_123-3770.p1
OG0000024	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm002453t1_108-2090.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001141t1_107-3571.p1
OG0000025	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000798t2_133-3474.p1	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001228t1_125-3451.p1
