Orthogroup	species05.transcriptome.dna.fa.transdecoder.pep_defl	species01.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000095t1_181-7299.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000215t1_84-7202.p1
OG0000001	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000868t1_10-3303.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000891t1_199-4410.p1
OG0000002	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000708t1_348-3647.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001349t1_522-3836.p1
OG0000003	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000734t1_64-3573.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001385t1_145-3645.p1
OG0000004	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000420t1_2847-4580.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001552t2_278-1702.p1
OG0000005	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000959t1_143-3274.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001748t1_101-3229.p1
OG0000006	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001147t1_436-3354.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002013t1_129-3047.p1
OG0000007	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001200t1_272-3136.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002098t1_172-3030.p1
OG0000008	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001113t1_46-2982.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001479t1_94-3492.p1
OG0000009	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000861t1_16-3294.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001561t1_75-3353.p1
OG0000010	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm007313t1_131-1367.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001615t1_115-3306.p1
OG0000011	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001197t1_12-2939.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001898t1_255-3140.p1
OG0000013	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001737t1_290-2161.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002458t1_231-2624.p1
OG0000014	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000060t1_104-8080.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000157t1_53-8032.p1
OG0000015	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000707t1_80-3610.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001332t1_180-3722.p1
OG0000016	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001263t1_102-2882.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002210t1_85-2865.p1
OG0000017	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm001264t1_149-2833.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm002225t1_199-2826.p1
OG0000020	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000465t1_126-4364.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm000865t1_159-4385.p1
OG0000021	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000665t1_172-3822.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001268t1_87-3737.p1
OG0000022	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000550t1_219-3740.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001282t1_203-3733.p1
OG0000023	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000664t1_827-2878.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001298t1_875-2926.p1
OG0000024	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm002453t1_108-2090.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001410t1_201-3665.p1
OG0000025	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000798t2_133-3474.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001417t1_146-3508.p1
OG0000026	species05.transcriptome.dna.fa.transdecoder.pep|ChequaEVm000541t1_359-3991.p1	species01.transcriptome.dna.fa.transdecoder.pep|Procl2_EVm001047t1_370-4002.p1
