Orthogroup	species07.transcriptome.dna.fa.transdecoder.pep_defl	species03.transcriptome.dna.fa.transdecoder.pep_defl
OG0000000	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000116t1_140-7267.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000046t1_109-7233.p1
OG0000001	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000694t1_154-4365.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000592t1_1093-4455.p1
OG0000002	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001082t1_353-3622.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000513t1_154-3480.p1
OG0000003	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001130t1_121-3627.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001781t1_138-3639.p1
OG0000004	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm004350t1_396-2084.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm003758t1_0-1376.p1
OG0000005	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001420t1_120-3299.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001716t1_50-2035.p1
OG0000006	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001713t1_457-3366.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000782t1_198-3110.p1
OG0000007	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001735t1_84-2960.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000813t1_139-3003.p1
OG0000008	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001203t1_41-3439.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000529t1_69-3467.p1
OG0000009	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001306t1_9-3287.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000583t1_6-3284.p1
OG0000010	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001338t1_103-3309.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000600t1_116-3253.p1
OG0000012	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001597t1_269-3277.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000721t1_33-3047.p1
OG0000013	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm002038t1_1007-3031.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm001121t1_225-2444.p1
OG0000014	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000103t1_16-7977.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000032t1_28-7995.p1
OG0000015	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001090t1_100-3633.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000463t1_93-3686.p1
OG0000016	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001865t1_100-2880.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000942t1_251-2869.p1
OG0000017	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001885t1_30-2699.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000900t1_231-2882.p1
OG0000018	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000588t1_99-4511.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000769t1_136-2562.p1
OG0000019	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000133t1_193-5394.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000913t1_81-2753.p1
OG0000020	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000683t1_142-4356.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000281t1_171-4394.p1
OG0000021	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001033t1_123-3770.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000444t1_150-3797.p1
OG0000024	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001141t1_107-3571.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000672t1_63-3540.p1
OG0000025	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm001228t1_125-3451.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000540t1_122-3457.p1
OG0000027	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000062t1_509-9357.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000051t1_352-7110.p1
OG0000028	species07.transcriptome.dna.fa.transdecoder.pep|ParausEVm000999t1_226-3714.p1	species03.transcriptome.dna.fa.transdecoder.pep|MetmagEVm000791t1_541-3030.p1
